id_estudo,titulo,autores,ano,doi,decisao_final,classificacao,proveniencia_tecnica,duplicata_de,arquivo_pdf,pagina_evidencia,corpus,incluido_no_corpus,justificativa_decisao,data_validacao_autor,status_validacao,desenho_estudo,veiculo,setor,mecanismos,camadas,alinhamento_questoes_pesquisa,hash_pdf,trecho_evidencia,limitacoes,nota_metadados
NEW-0118,"Large Language Models in Surgery: Promise, Pitfalls, and Practical Use.","Denham DT, Wang CY, Maric E, Hinton LR, Heniford BT.",2026,10.3389/jaws.2026.16349,incluir_apoio,evidencia_apoio,triagem_semantica_206,,arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0118.pdf,1,corpus_analitico_unico_tratado,sim,"Estudo elegível com contribuição contextual, periférica ou transferível para as questões da revisão.",2026-08-23,validado_pelo_autor,revisão/survey,,saúde; finanças; educação,observabilidade/monitoramento; supervisão/escalonamento; accountability/roles; compliance/auditoria; feedback/ciclo de vida,técnica; interacional; organizacional; regulatória; evolutiva,,85fdd84751f46ee408fa8eb746f3a75a84d90207f4570d30d5df86d102979c61,"rations, and ethical considerations. Methods: We reviewed contemporary LLM platforms and their integration into clinical workflows, patient communication, surgical research and academic writing, evaluating both benefits, constraints and risk mitigation relevant to practicing surgeons. Findings: LLMs demonstrate significant utility across multiple domains. In clinical workflows, ambient documentation and chart summarization may reduce documentation burden and support rapid synthesis of complex patient data. For patient communication, these tools can simplify complex medical information, tailor or translate patient instructions to appropriate reading","Extração textual e padrões lexicais podem perder contexto, tabelas, figuras ou negações; verificar PDF.",
NEW-0119,Large language models in nephrology: applications and challenges in chronic kidney disease management.,"Hu Y, Liu J, Jiang W.",2025,10.1080/0886022x.2025.2555686,incluir_apoio,evidencia_apoio,triagem_semantica_206,,arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0119.pdf,1,corpus_analitico_unico_tratado,sim,"Estudo elegível com contribuição contextual, periférica ou transferível para as questões da revisão.",2026-08-23,validado_pelo_autor,estudo empírico (confirmar desenho),,saúde; finanças; governo; jurídico/regulatório; educação,observabilidade/monitoramento; supervisão/escalonamento; accountability/roles; compliance/auditoria; feedback/ciclo de vida,técnica; interacional; organizacional; regulatória; evolutiva,,b20d5eeebb6edc5daf76e366b2bbd8d25d78ee42f58b73b68776efe07164e9a8,"eatment regimens, and reduce administrative burdens for clinicians. however, the rapid deployment of these technologies raises important challenges, including patient privacy, data security, model accuracy, algorithmic bias, and ethical accountability. Moreover, real-world evidence supporting the safety and effectiveness of LLMs in nephrology remains limited. a ddressing these challenges will require rigorous validation, robust regulatory frameworks, and ongoing collaboration between clinicians, ai developers, and patients. a s LLMs continue to evolve, future efforts should focus on the development of nephrology-specific models, prospective clinical trials,","Extração textual e padrões lexicais podem perder contexto, tabelas, figuras ou negações; verificar PDF.",
NEW-0120,"Retrieval-Augmented Generation in Oncology: Promises, Pitfalls, and Early Applications.","Thaker NG, Liu W, Waddle M, Showalter T, Mastroleo F, Luh J, Levitt C, Ning M, Loaiza-Bonilla A, Hong J.",2026,10.1177/2993091x261446348,incluir_apoio,evidencia_apoio,triagem_semantica_206,,arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0120.pdf,2,corpus_analitico_unico_tratado,sim,"Estudo elegível com contribuição contextual, periférica ou transferível para as questões da revisão.",2026-08-23,validado_pelo_autor,revisão/survey,,saúde; jurídico/regulatório; educação,observabilidade/monitoramento; supervisão/escalonamento; accountability/roles; compliance/auditoria; feedback/ciclo de vida,técnica; interacional; organizacional; regulatória; evolutiva,,db633e8f03f00e1139073fb28a27b7148625c971985c2e429f9a7519a0a84706,"trieved information, and ethical and regulatory considerations. While RAG-based systems show promise in augmenting oncologists’ expertise with timely knowledge, careful implementation, high-quality curation of knowledge bases, and human oversight will be crucial for safe and effective adoption in clinical practice. Keywords treatment planning; machine learning in research; ethical and regulatory issues in AI; decision support Introduction Large language models (LLMs) such as OpenAI ChatGPT, Claude, and LLaMA have demonstrated impressive capabilities in text generation and reasoning. However, in high- stakes domains like oncology, their tendency to hallucin","Extração textual e padrões lexicais podem perder contexto, tabelas, figuras ou negações; verificar PDF.",
NEW-0125,Effectiveness of generative AI-large language models’ recognition of veteran suicide risk: a comparison with human mental health providers using a risk stratification model,Sean A. Lauderdale; Randee Schmitt; Breanna Wuckovich; Natashaa Dalal; Hela Desai; Shealyn Tomlinson,2025,10.3389/fpsyt.2025.1544951,incluir_central,evidencia_central,triagem_semantica_206,,arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0125.pdf,1,corpus_analitico_unico_tratado,sim,Atende aos três critérios cumulativos de evidência central conforme a matriz integral validada.,2026-08-23,validado_pelo_autor,estudo empírico (confirmar desenho),,saúde; educação,observabilidade/monitoramento; supervisão/escalonamento; compliance/auditoria; feedback/ciclo de vida,técnica; interacional; regulatória; evolutiva,,601b1e862b21958e347ce3132ee48a4a2250fb5d8f01b00959ecfe9e895dc07f,"Effectiveness of generative AI-large language models ’ recognition of veteran suicide risk: a comparison with human mental health providers using a risk strati ﬁcation model Sean A. Lauderdale*, Randee Schmitt , Breanna Wuckovich, Natashaa Dalal, Hela Desai and Shealyn Tomlinson Department of Psychological and Behavioral Sciences, University of Houston – Clear Lake, Houston, TX, United States Background: With over 6,300 United States military veterans dying by suicide annually, the Veterans Health Adminis","Extração textual e padrões lexicais podem perder contexto, tabelas, figuras ou negações; verificar PDF.",
NEW-0129,"DeepSeek in Healthcare: A Survey of Capabilities, Risks, and Clinical Applications of Open-Source Large Language Models",Jiancheng Ye; Sophie Bronstein; Jiarui Hai; Malak Abu Hashish,2025,10.48550/arxiv.2506.01257,incluir_central,evidencia_central,triagem_semantica_206,,arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0129.pdf,1,corpus_analitico_unico_tratado,sim,Atende aos três critérios cumulativos de evidência central conforme a matriz integral validada.,2026-08-23,validado_pelo_autor,revisão/survey,,saúde; finanças; governo; jurídico/regulatório; educação,observabilidade/monitoramento; supervisão/escalonamento; accountability/roles; compliance/auditoria; feedback/ciclo de vida,técnica; interacional; organizacional; regulatória; evolutiva,,26bf12e93d92c9ac87b5c2c57bc572859236916313586c0a046105ffda74be95,"1 DeepSeek in Healthcare: A Survey of Capabilities, Risks, and Clinical Applications of Open-Source Large Language Models Jiancheng Ye, PhD1*, Sophie Bronstein, MD1, Jiarui Hai, MS2, Malak Abu Hashish, MS3 1 Weill Cornell Medicine, Cornell University, New York, New York, USA; 2 Department of Engineering, Johns Hopkins University, Baltimore, Maryland, USA; 3 Touro University College of Osteopathic Medicine, Middletown, New York, USA Corresponding au","Extração textual e padrões lexicais podem perder contexto, tabelas, figuras ou negações; verificar PDF.",
NEW-0131,Artificial intelligence governance: Ethical considerations and implications for social responsibility,Mark Anthony Camilleri,2023,10.1111/exsy.13406,incluir_apoio,evidencia_apoio,triagem_semantica_206,,arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0131.pdf,1,corpus_analitico_unico_tratado,sim,"O texto integral contém evidência recorrente sobre LLMs ou sistemas conversacionais e mecanismos de governança, mas o objeto ou a contribuição não é central o suficiente para a categoria central. objeto_direto_titulo=false; paginas_objeto=3; foco_governanca_titulo=true; contexto_regulado=true; paginas_governanca_contexto=15",2026-08-23,validado_pelo_autor,revisão/survey,,finanças; governo; jurídico/regulatório; educação; organizacional transversal,observabilidade/monitoramento; supervisão/escalonamento; accountability/roles; compliance/auditoria; feedback/ciclo de vida,técnica; interacional; organizacional; regulatória; evolutiva,,75e559bf9a3cad21ad7cd3b95e98862ea6061bab293581a14271a489456dd2a1,"1 Artificial intelligence governance: Ethical considerations and implications for social responsibility By Mark Anthony Camilleri123 This is a pre-publication version. Suggested Citation: Camilleri, M.A. (2023). Artificial intelligence governance: Ethical considerations and implications for social responsibility, Expert Systems, https://doi.org/10.1111/exsy.13406 Abstract A number of articles are increasingly raising awareness on the differen","Extração textual e padrões lexicais podem perder contexto, tabelas, figuras ou negações; verificar PDF.",
NEW-0134,"Toward clinical integration of generative AI in mental health: personalization, multimodality and inter-entity experience.","Frisone F, Pupillo C, Rossi C, Riva G.",2026,10.3389/fpubh.2026.1603238,incluir_apoio,evidencia_apoio,triagem_semantica_206,,arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0134.pdf,1,corpus_analitico_unico_tratado,sim,"Estudo elegível com contribuição contextual, periférica ou transferível para as questões da revisão.",2026-08-23,validado_pelo_autor,revisão/survey,,saúde; finanças; jurídico/regulatório; organizacional transversal,observabilidade/monitoramento; supervisão/escalonamento; accountability/roles; compliance/auditoria; feedback/ciclo de vida,técnica; interacional; organizacional; regulatória; evolutiva,,50b7a5ce91d8267f5261f6ec3bfb434855e1564d7c2d0b0817c9a1458c14983b,"ging neural and psychological mechanisms typically associated with human-to-human inter- action. These innovations must be accompanied by a strong ethical and regulatory foundation. Systems must ensure transparency, informed consent, and compliance with data privacy standards such as GDPR and HIPAA. Crucially, AI should not be viewed as a replacement for psychologists, but as an adaptive and supportive layer within a broader care ecosystem. By aligning technological capabilities with clini- cal intent, the future of GenAI in mental health may lie in its ability to complement human expertise and meaningfully extend psychological support. KEYWORDS clinical p","Extração textual e padrões lexicais podem perder contexto, tabelas, figuras ou negações; verificar PDF.",
NEW-0136,Continuous assurance for AI-driven clinical decision support systems.,"Al-Horani RA, Tadesse AF.",2026,10.3389/frai.2026.1870819,incluir_apoio,evidencia_apoio,triagem_semantica_206,,arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0136.pdf,1,corpus_analitico_unico_tratado,sim,"O texto integral contém evidência recorrente sobre LLMs ou sistemas conversacionais e mecanismos de governança, mas o objeto ou a contribuição não é central o suficiente para a categoria central. objeto_direto_titulo=false; paginas_objeto=3; foco_governanca_titulo=false; contexto_regulado=true; paginas_governanca_contexto=15",2026-08-23,validado_pelo_autor,estudo empírico (confirmar desenho),,saúde; finanças; jurídico/regulatório; educação; organizacional transversal,observabilidade/monitoramento; supervisão/escalonamento; accountability/roles; compliance/auditoria; feedback/ciclo de vida,técnica; interacional; organizacional; regulatória; evolutiva,,e265890e56ef72f2a691eb4a8a2d5a1c0b3049dccfbf965329832aeb03bc9014,"rmation within healthcare delivery. This transformation enables advanced predictive analyt - ics, multimodal data integration, and real-time augmentation of clinical deci - sions. However, AI introduces systemic, ethical, operational, and governance risks that challenge traditional healthcare audit and assurance frameworks. In fact, assurance methodologies designed for static software are becoming insuf- ficient for patient safety and regulatory compliance. This review discusses the evolving landscape of AI-CDSS audit, highlighting its transition from a techni - cally focused lifecycle validation to an integrated paradigm centered on socio- technical resilie","Extração textual e padrões lexicais podem perder contexto, tabelas, figuras ou negações; verificar PDF.",
NEW-0142,Enhancing Public Sector Productivity with AI-Powered SaaS in E-Governance Systems,A. Ajayi; Oluwole Oluwadamilola Agbede; Experience Efeosa Akhigbe; Nnaemeka Stanley Egbuhuzor,2024,10.54660/.ijmrge.2024.5.1-1243-1259,incluir_apoio,evidencia_apoio,triagem_semantica_206,,arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0142.pdf,1,corpus_analitico_unico_tratado,sim,"O texto integral contém evidência recorrente sobre LLMs ou sistemas conversacionais e mecanismos de governança, mas o objeto ou a contribuição não é central o suficiente para a categoria central. objeto_direto_titulo=false; paginas_objeto=5; foco_governanca_titulo=true; contexto_regulado=true; paginas_governanca_contexto=14",2026-08-23,validado_pelo_autor,estudo empírico (confirmar desenho),,saúde; finanças; governo; jurídico/regulatório; educação; organizacional transversal,observabilidade/monitoramento; supervisão/escalonamento; accountability/roles; compliance/auditoria; feedback/ciclo de vida,técnica; interacional; organizacional; regulatória; evolutiva,,017b30a6c22b1cadfa6e897367272c582d7396f881bee33d4ed41293bc20a265,"International Journal of Multidisciplinary Research and Growth Evaluation www.allmultidisciplinaryjournal.com 1243 | P a g e Enhancing Public Sector Productivity with AI-Powered SaaS in E-Governance Systems Ajibola Joshua Ajayi 1*, Oluwole Oluwadamilola Agbede 2, Experience Efeosa Akhigbe 3, Nnaemeka Stanley Egbuhuzor 4 1 The Wharton School of Business, University of Pennsylvania, PA, USA 2, 3 Booth School of Business, University of Chicago, IL, USA 4 Columbia Business School, Columbia University, NY, USA * Corresponding Author: Ajibola Joshua Ajayi Article Info ISSN (online): 2582-7138 Volu","Extração textual e padrões lexicais podem perder contexto, tabelas, figuras ou negações; verificar PDF.",
NEW-0143,Ethical Governance of Artificial Intelligence in Cardiovascular Disease Management: A Health Policy Perspective.,"Ogbuefi C, Ezika OL, Egbunike JO, Ogbuefi KE.",2026,10.7759/cureus.103995,excluir_contextual,fora_do_corpus_analitico,triagem_semantica_206,,arquivos_tratados_aigovernanca/ft_v21/pdfs/NEW-0143.pdf,1,corpus_analitico_unico_tratado,não,Não foi demonstrado tratamento substantivo de LLMs ou sistemas conversacionais; ocorrências isoladas ou referências gerais a IA foram mantidas apenas para rastreabilidade contextual. objeto_direto_titulo=false; paginas_objeto=0; foco_governanca_titulo=true; contexto_regulado=true; paginas_governanca_contexto=12,2026-08-23,validado_pelo_autor,estudo empírico (confirmar desenho),,saúde; finanças; governo; jurídico/regulatório; educação; organizacional transversal,observabilidade/monitoramento; supervisão/escalonamento; accountability/roles; compliance/auditoria; feedback/ciclo de vida,técnica; interacional; organizacional; regulatória; evolutiva,,2fa1715ae3470d59d5dbd7fde7d5dcba2ca558054a73c204f9d59415384558e8,"under the terms of the Creative Commons Attribution License CC-BY 4.0., which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited. DOI: 10.7759/cureus.103995 Ethical Governance of Artificial Intelligence in Cardiovascular Disease Management: A Health Policy Perspective CFC Ogbuefi , OL Ezika , JO Egbunike , KE Ogbuefi 1. Department of Family Medicine, Federal University Teaching Hospital, Owerri, NGA 2. Department of Family Medicine, Federal Medical Center Jabi, Abuja, NGA 3. Department of Family Medicine, Federal Medical Center, Umuahia, NGA Corresponding author: CFC Ogbuefi,","Extração textual e padrões lexicais podem perder contexto, tabelas, figuras ou negações; verificar PDF.",
