"identificador","titulo","decisao_checkpoint","classificacao_final","integra_universo_407","origem_classificacao","duplicata_de","justificativa","evidencia_adjudicacao","pagina_evidencia","arquivo_pdf","hash_pdf"
"CAND-000700__c614bb94","STREAMLINING COMPLIANCE AND RISK MANAGEMENT WITH REGTECH SOLUTIONS","foundational_contextual","fundacional_contextual","sim","adjudicacao_pipeline","","O texto fornecido posiciona RegTech como uso de tecnologias como IA e ML para conformidade regulatória e gestão de risco em instituições financeiras. Há alinhamento parcial com contexto regulado, compliance e risco, mas não há menção a modelos de linguagem de grande escala, interfaces conversacionais, supervisão humana em diálogo, auditoria de interações ou mecanismos de governança conversacional exigidos pelo escopo da revisão.","","","CAND-000700__c614bb94.pdf","003a722e4adcd69c281badb72879b3b524a75dbb05bcf1d52150fadae7790911"
"CAND-000701__5b2c1dc7","Towards AI Accountability Infrastructure: Gaps and Opportunities in AI Audit Tooling","supporting_evidence","evidencia_apoio","sim","adjudicacao_pipeline","","The study directly addresses AI audit tooling, accountability infrastructure, and practitioner needs for evaluating deployed AI systems, aligning with governance, audit, risk, and compliance dimensions of the review. However, it does not centrally focus on conversational AI, LLM-based dialogue systems, or conversational governance mechanisms in regulated deployments; generative AI and LLMs appear within a broad AI scope rather than as the primary technology context.","","","CAND-000701__5b2c1dc7.pdf","69e7dc590ef110a3480465c600344de3f9af2b220b4e745c2264598db8c29d79"
"CAND-000703__68d14aa2","Multi-curve HJM modelling for risk management","exclude","exclusao","sim","adjudicacao_pipeline","","Despite keyword overlaps from automated screening (risk management, policy, standard, bias, review, framework), the substantive content concerns yield curve forecasting, volatility-correlation structure, and financial risk measures in the Euro area. There is no evidence of conversational systems, large language models, or AI governance/accountability frameworks relevant to the review scope.","","","CAND-000703__68d14aa2.pdf","b786e734992b993e9929d1cf0222a6158748b025bb53a4befac2e8e0b8f88160"
"CAND-000704__1238b2f3","Audit Trails for Accountability in Large Language Models","central_evidence","evidencia_central","sim","adjudicacao_pipeline","","The paper directly proposes LLM audit trails as a sociotechnical accountability mechanism, specifying lifecycle event types, governance metadata, a reference architecture, and an open-source Python implementation for regulated, high-stakes LLM deployments.","","","CAND-000704__1238b2f3.pdf","4e2243656bb0bb7529e46de41603d651622c7e3bd04cc9b001d8eb29ccf0f149"
"CAND-000705__72bd30f8","Library Information System Audit Senayan Library Management System (SLiMS) Using ISO 9126","exclude","exclusao","sim","adjudicacao_pipeline","","Although the paper mentions education, law, standards, and information system audit, its focus is software quality assessment of a PHP/MySQL library management system. It does not address conversational AI, LLM-based systems, generative AI governance, guardrails, observability of AI outputs, human oversight of AI, or comparable governance mechanisms required by the review scope.","","","CAND-000705__72bd30f8.pdf","de558da2ad1fa5624bf91b510af4ab5b9b2b976aa074c5e0c97ffb2e0bf5dfa6"
"CAND-000706__ea2796dd","The Unified Control Framework: Establishing a Common Foundation for Enterprise AI Governance, Risk Management and Regulatory Compliance","foundational_contextual","fundacional_contextual","sim","adjudicacao_pipeline","","The paper proposes the Unified Control Framework for enterprise AI governance, risk management, and regulatory compliance. It references LLMs and generative AI and includes Human-AI Interaction as one risk type, but the provided text centers on a general governance framework rather than conversational systems, chatbots, agents, or conversational governance mechanisms.","","","CAND-000706__ea2796dd.pdf","0bde0ea6eacf0b0ec2974bce901b281bd5d68a458eb92b6fcf68e720f0ab4fef"
"CAND-000707__6b8a4b2b","Learning From Failure: Integrating Negative Examples when Fine-tuning Large Language Models as Agents","supporting_evidence","evidencia_apoio","sim","adjudicacao_pipeline","","The article empirically addresses fine-tuning LLMs as tool-using agents and learning from failed interaction trajectories, which is peripherally relevant to operational learning and agent behavior. It does not address conversational governance, accountability, compliance, auditability, human oversight, or regulated high-stakes contexts central to the review scope.","","","CAND-000707__6b8a4b2b.pdf","2482e63ca6c231a3937908b80caf98ad88820e08df926bdcc9dca117158c47ee"
"CAND-000709__a10c26a8","Demystifying Instruction Mixing for Fine-tuning Large Language Models","exclude","exclusao","sim","adjudicacao_pipeline","","Although the text references LLMs and chat-like instructions, the focus is technical optimization of instruction mixtures for model capability, not governance of conversational AI systems. Python triage scored 0/3 on governance, regulated domains, and risk/audit dimensions, consistent with exclusion for the review scope.","","","CAND-000709__a10c26a8.pdf","5d48b713a8ff3ce55aa375dfb8c9057b88a96f4cf6efe51535a6159cdf67924f"
"CAND-000710__dec8f850","Machine Learning based Enterprise Financial Audit Framework and High Risk Identification","exclude","exclusao","sim","adjudicacao_pipeline","","Although the paper covers regulated financial auditing, compliance, risk assessment, and corporate governance themes, it operationalizes governance through ML-based audit automation and risk prediction rather than conversational AI governance. The review scope requires LLM-based conversational systems and associated governance; this mismatch is explicit in the abstract and introduction.","","","CAND-000710__dec8f850.pdf","b67f9983f22e85330629ffcbe1d4ee23516c539d6aa2f5e673de18fad3509573"
"CAND-000711__1d7d08c5","Monitoring Limits in DAO Governance: Capacity Breakpoints and Endogenous Concentration","exclude","exclusao","sim","adjudicacao_pipeline","","Although the paper discusses governance and monitoring, its empirical focus is decentralized autonomous organizations and on-chain voting dynamics rather than conversational AI governance in regulated LLM-based systems. Python screening scores 0/3 on both llm_genai and conversational_ai dimensions, and the provided text contains no LLM or conversational technology references.","","","CAND-000711__1d7d08c5.pdf","e047f1ee7013f74ec77dc7be071aef718564e7d4a706a7d6f837f7d97799488d"
"CAND-000712__1c8571e0","Rethinking LLMOps for Fraud and AML: Building a Compliance-Grade LLM Serving Stack","supporting_evidence","evidencia_apoio","sim","adjudicacao_pipeline","","The paper directly addresses LLM deployment in regulated financial AML/fraud contexts and explicitly discusses auditability, operational control, governance, and output-quality validation within a compliance-grade serving stack. Its primary contribution is workload-aware LLMOps and serving optimization rather than conversational governance, human oversight, contestation, or chatbot/agent interaction design; it is therefore better classified as supporting evidence for operational-technical governance in regulated LLM systems than as central conversational-governance evidence.","","","CAND-000712__1c8571e0.pdf","02e37e6af10a41bfe6c3e6c52fd6d03f47b098a196242c05b6c54d9a6cae8a55"
"CAND-000713__bc25987d","Compliance-Scored Best-of-N Guardrail Orchestration for Multimodal Document Generation in Payments Dispute Defense","supporting_evidence","evidencia_apoio","sim","adjudicacao_pipeline","","The paper provides strong operational evidence on compliance-scored guardrail orchestration, policy enforcement, human oversight, and Responsible-AI review in high-stakes regulated payments document generation. It does not address conversational systems, chatbots, agents, or conversational governance, so it is better classified as supporting rather than central evidence for a review focused on conversational governance.","","","CAND-000713__bc25987d.pdf","454ad16283ab75e5684433b0a3ad29839ef227b96b817cadbcf9c7220d739458"
"CAND-000714__97fa3212","Advanced Drone Swarm Security by Using Blockchain Governance Game","foundational_contextual","fundacional_contextual","sim","adjudicacao_pipeline","","The article proposes a theoretical blockchain governance game variant (SABGG) for securing autonomous AI-enabled drone swarms. Although it uses terms such as governance, accountability, security, and artificial intelligence, these concern decentralized network security and game-theoretic timing of preliminary actions, not governança conversacional, LLM-based systems, compliance-oriented conversational AI, or regulated-domain deployment of language models. It may serve only as distant contextual background on governance-as-game-model in autonomous decentralized systems.","","","CAND-000714__97fa3212.pdf","64a6cac0a1b4b40fee608d656fc3e6e8016203b5d56a6bedcac885299cc0f3d0"
